repository,mttr_hours,mttr_level
tomahawk-player/tomahawk-android,347.8791666666666,Low
tonikarppi/coherence,3.8590740740740745,High
torch2424/Feather,52.2962037037037,Medium
torch2424/Stats-Monitor-Widget,2128.0788888888887,Low
torkildr/Trommelyd,22.134444444444444,High
tranquvis/SimpleSmsRemote,2969.586018518519,Low
transistorsoft/rn-background-geolocation-demo,1325.7055555555555,Low
translation-cards/translation-cards,310.32422335600904,Low
trashify/bolt-starter,67.36513888888888,Medium
trevorhalvorson/DevJobs,19.78305555555556,High
trikita/slide,7.791944444444445,High
trishika/DroidUPnP,656.9206597222222,Low
tristan2468/OyVer,7826.314444444444,Low
turing-tech/MaterialScrollBar,1671.4421843434343,Low
tvbarthel/BlurDialogFragment,1856.2934848484847,Low
tvbarthel/CameraColorPicker,5934.971805555556,Low
tvbarthel/SimpleThermometerProject,44.60458333333333,Medium
tvbarthel/SimpleWeatherForecast,2064.8425,Low
tzulberti/archery-training,121.07434240362812,Medium
ubergeek42/weechat-android,12783.603312757205,Low
ubx/SkyLinesTracker,2221.782777777778,Low
ukanth/afwall,9068.792281976745,Low
ultramega/elementary,76.07777777777777,Medium
ultrasonic/ultrasonic,3563.648019323672,Low
ushahidi/Ushahidi_Android,2650.9453405017925,Low
uvweb/UVwebForAndroid,191.2800347222222,Low
valtech/valtech-contactsync-android,623.305,Low
vanillastatus/VanillaStatusApp,1.732361111111111,High
vanita5/twittnuker,3661.6315157004833,Low
vanniktech/VNTFontListPreference,327.9536111111111,Low
vanniktech/VNTNumberPickerPreference,6161.651666666667,Low
vase4kin/TeamCityApp,5082.432083333333,Low
veniosg/Dir,2906.8687801932365,Low
vexelon-dot-net/bgrates,356.2241203703704,Low
vexelon-dot-net/currencybg.app,5258.6393333333335,Low
vickychijwani/quill,1635.9516717171716,Low
vijai1996/screenrecorder,254.50550925925924,Low
vikramkakkar/SublimeNavigationView,48.25791666666667,Medium
vilnius/tvarkau-vilniu,1369.3731944444444,Low
vishesh/sealnote,7050.570833333334,Low
vn7n24fzkq/TSVS_Application,1209.4925,Low
vocefiscal/vocefiscal-android,116.85958333333332,Medium
vycius/NMAkademija,82.69162037037037,Medium
wKovacs64/mTorch,4656.9397222222215,Low
walleth/walleth,545.1685687382297,Low
warmshowers/wsandroid,4245.913111111111,Low
wax911/anitrend-app,2134.3096135265696,Low
wbates/SierpinskiGenerator,17.722083333333334,High
wbrenna/GTFSOffline,2559.976898148148,Low
weitsai/iHelp-android,155.30333333333334,Medium
wellenvogel/avnav,3275.033384353741,Low
wentam/DefCol,3409.258611111111,Low
westnordost/StreetComplete,518.5976510329425,Low
where2night/W2N-Android,173.9003888888889,Low
willblaschko/AlexaAndroid,1035.8516666666667,Low
wisedog/Whoochoo,32132.16097222222,Low
wisedog/WhoochooAdvSms,70.8562037037037,Medium
wmi-students/wmi-timetable-android,176.7795,Low
wordpress-mobile/WordCamp-Android,89.13427777777778,Medium
wsv-accidis/fm-fg-godsdekl,229.08916666666667,Low
wsv-accidis/in-sangbok,19.655833333333334,High
wsv-accidis/tmeit-android,1693.4934444444443,Low
wuan/bo-android,1501.8265758547009,Low
xbmc/Kore,1277.4210416666667,Low
xfmax/BasePedo,69.07972222222222,Medium
xiprox/WaniKani-for-Android,7238.396458333334,Low
xisberto/workschedule,1213.2178333333334,Low
xtensa/PodEmu,929.9863425925928,Low
yDelouis/selfoss-android,38.32787037037037,Medium
yakirwin/lev-isha,17.085833333333333,High
yancyn/ParcelTrack,35.00296296296296,Medium
yankovskiy/PhotoTools,101.729375,Medium
yankovskiy/SilentNight,1241.7305555555554,Low
yassirh/digitalocean-swimmer,760.1326666666666,Low
yazeed44/MultiImagePicker,74.11099206349206,Medium
yeleman/SNISI-droid,67.62361111111112,Medium
yeokm1/nus-soc-print,6599.535277777778,Low
ynurmahomed/renova,44.31638888888889,Medium
yourPISD/yourpisd,224.2712037037037,Low
ypresto/android-transcoder,794.9195833333333,Low
yshrsmz/monotweety,34.125238095238096,Medium
yuttadhammo/BodhiTimer,767.9110185185185,Low
yuukis/businessmap,424.5696759259259,Low
yzacarias/geekjunior,0.005,Elite
za419/Android-calculator,422.52091880341874,Low
zach-capalbo/Kromophone,7878.521481481482,Low
zahid-ali-shah/SignatureView,4546.966296296297,Low
zamojski/TowerCollector,2327.5243103448274,Low
zawadz88/material-activity-chooser,681.6144444444444,Low
zdavatz/AmiKo-Android,526.1955555555555,Low
zeapo/Android-Password-Store,1702.224475129199,Low
zhuqianqian/wordchain,34.73194444444445,Medium
zoff99/ToxAndroidRefImpl,5909.760524691358,Low
zond/android-diplicity,17.067430555555557,High
zugaldia/capitalbikeshare,138.83527777777778,Medium
zulip/zulip-mobile,2360.708310948311,Low
